sample_name,sampleID,region,origin,lat,long,r420,d13c,r_ra,rc_ra,co2_he3,phase,SlabDepth,LabDepth,MohoDepth
Glacial valley,Gen2,SVZ,published,-35.25,-70.51,75,-12.6,NA,5.94,20000000000,G,116.353555127604,59.5939007603617,47.259467325301
Peteroa,Pet1,SVZ,published,-35.24,-70.57,305,-11.2,NA,4.43,17000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet1,SVZ,published,-35.24,-70.57,456,-7.5,NA,6.68,57000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet3,SVZ,published,-35.24,-70.57,387,-11.2,NA,4.46,18000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet3,SVZ,published,-35.24,-70.57,711,-7.6,NA,6.87,85000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet4,SVZ,published,-35.24,-70.57,NA,-3,NA,NA,NA,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet5,SVZ,published,-35.24,-70.57,289,-3.6,NA,7.11,67000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet6,SVZ,published,-35.24,-70.57,NA,-2,NA,NA,NA,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet7,SVZ,published,-35.24,-70.57,454,NA,NA,5.62,36000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet7,SVZ,published,-35.24,-70.57,511,-6.2,NA,6.51,62000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet7,SVZ,published,-35.24,-70.57,511,-5.8,NA,6.59,49000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet7,SVZ,published,-35.24,-70.57,662,-11.6,NA,4.46,17000000000,G,113.282785991473,59.2121947159225,46.7472219872041
Peteroa,Pet8,SVZ,published,-35.24,-70.57,398,-11.4,NA,4.44,14000000000,G,113.282785991473,59.2121947159225,46.7472219872041
San Pedro bano termale,CH-SP-200302-2,SVZ,this_study,-35.14,-70.48,40,-12.56,2.46,2.47,120000000,G,115.013901414962,59.6968964909237,46.5707922773734
San Pedro bano termale,CH-SP200302-2,SVZ,this_study,-35.14,-70.48,59.5,-12.56,2.4,2.4,47000000,G,115.013901414962,59.6968964909237,46.5707922773734
Termas del Flaco,32,SVZ,published,-34.96,-70.43,NA,-9.77,NA,NA,NA,G,112.684916154706,60.3623509349687,45.4503859718992
Termas del Flaco,33,SVZ,published,-34.96,-70.43,47,-8.34,2.12,2.13,29000000000,G,112.684916154706,60.3623509349687,45.4503859718992
Termas del Flaco,CH-TF-200303,SVZ,this_study,-34.96,-70.43,0.6,-11.15,1.13,1.27,39000000000,G,112.684916154706,60.3623509349687,45.4503859718992
Termas del Flaco,CH-TF-200303,SVZ,this_study,-34.96,-70.43,4,-11.15,1.44,1.48,2200000000,G,112.684916154706,60.3623509349687,45.4503859718992
Termas del Flaco,CH-TF200303,SVZ,this_study,-34.96,-70.43,2.5,NA,1.35,1.4,137464756413.861,W,112.684916154706,60.3623509349687,45.4503859718992
Baños Los Humos,30a,SVZ,published,-34.8,-70.46,NA,-8.9,NA,NA,NA,G,107.336472701999,63.0557649976911,44.2897738909173
Baños Los Humos,30b,SVZ,published,-34.8,-70.46,17,-8.5,3.85,3.9,66000000000,G,107.336472701999,63.0557649976911,44.2897738909173
Baños Los Humos,30c,SVZ,published,-34.8,-70.46,38,-8.7,3.58,3.6,108000000000,G,107.336472701999,63.0557649976911,44.2897738909173
Termas de Cauquenes,CH-CQ200301,SVZ,this_study,-34.25,-70.56,68.9,-15.9,1.67,1.68,NA,G,84.954372241654,80.8741937740442,44.6986504720908
Termas Cauquenes,NA,SVZ,published,-34.25,-70.55,34.7,NA,1.56,1.57,NA,W,85.4362170913878,79.9730259887358,44.8702953292891
Puente de Tierra,27,SVZ,published,-34.09,-70.06,NA,-10.9,NA,NA,NA,G,105.189688974916,62.7004278598283,50.0831044953003
Monumento El Morado,22,SVZ,published,-33.82,-70.06,8.5,-9.76,0.49,0.47,222000000000,G,103.754629156745,67.0637493682019,49.8283071812171
Baños Morales,24,SVZ,published,-33.82,-70.06,NA,-8.6,1.53,1.81,138000000000,G,103.754629156745,67.0637493682019,49.8283071812171
Bano Morales,CH-BM-200312,SVZ,this_study,-33.82,-70.06,8.1,-8.64,1.61,1.63,NA,G,103.754629156745,67.0637493682019,49.8283071812171
Ratios Morales,RM,SVZ,published,-33.8,-70.2,27.2,NA,2.16,2.17,NA,G,98.1729013567235,71.9688562544609,48.5560578862503
San Jose,52,SVZ,published,-33.78,-69.9,95,-9.03,2.9,2.91,22000000000,G,110.493179495972,64.6066008073061,50.8605683534105
Termas del Plomo,21a,SVZ,published,-33.62,-69.91,0.8,-7.76,1.05,1.07,151000000000,G,106.362317434086,66.5719188059572,50.6694526304283
Termas del Plomo,CH-TP-200304,SVZ,this_study,-33.62,-69.91,9.2,NA,2.52,2.58,200000000,G,106.362317434086,66.5719188059572,50.6694526304283
Termas del Plomo,CH-TP200304,SVZ,this_study,-33.62,-69.91,21.1,NA,2.32,2.34,120000000,G,106.362317434086,66.5719188059572,50.6694526304283
Tupungatito,Tu1,SVZ,published,-33.39,-69.82,NA,-7.65,5.45,NA,154000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu10,SVZ,published,-33.39,-69.82,NA,-6.29,5.41,NA,195000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu11,SVZ,published,-33.39,-69.82,NA,-6.56,NA,NA,NA,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu12,SVZ,published,-33.39,-69.82,NA,-6.67,5.78,NA,214000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu13,SVZ,published,-33.39,-69.82,NA,-7.31,NA,NA,NA,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu2,SVZ,published,-33.39,-69.82,NA,-6.92,NA,NA,NA,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu3,SVZ,published,-33.39,-69.82,NA,-8.16,5.19,NA,143000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu4,SVZ,published,-33.39,-69.82,NA,-6.84,NA,NA,NA,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu5,SVZ,published,-33.39,-69.82,NA,-7.11,5.26,NA,175000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu6,SVZ,published,-33.39,-69.82,NA,-6.12,5.23,NA,237000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu7,SVZ,published,-33.39,-69.82,NA,-6.74,6.09,NA,141000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu8,SVZ,published,-33.39,-69.82,NA,-0.3,5.06,NA,127000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Tupungatito,Tu9,SVZ,published,-33.39,-69.82,NA,-5.31,5.16,NA,244000000000,G,106.228623226458,70.2577989938653,51.0300376088517
Auco,CH-AU200310,SVZ,this_study,-32.89,-70.71,NA,-12.15,0.96,1.13,1712282056151.22,W,72.163664908541,72.163664908541,41.0819209187153
